,,,,-HAUTE-MARNE,,,
19353,52,52146,52210,Coupray,coupray,47.975599,4.93993125
19354,52,52147,52200,Courcelles-en-Montagne,courcelles en montagne,47.842922738095,5.2148227380952
19355,52,52149,52110,Courcelles-sur-Blaise,courcelles sur blaise,48.41474375,4.93819484375
19356,52,52151,52210,Cour-l'Évêque,cour l eveque,47.972887894737,4.978327443609
19357,52,52155,52600,Culmont,culmont,47.82453,5.4405073394495
19358,52,52156,52300,Curel,curel,48.497935070423,5.1467991549296
19359,52,52157,52330,Curmont,curmont,48.259637346939,4.9498375510204
19360,52,52158,52190,Cusey,cusey,47.621285059524,5.3567250595238
19361,52,52159,52240,Cuves,cuves,48.094229714286,5.4354594285714
19362,52,52160,52110,Daillancourt,daillancourt,48.295917831325,4.935444939759
19363,52,52161,52240,Daillecourt,daillecourt,48.07525038835,5.5034834951456
19364,52,52162,52140,Dammartin-sur-Meuse,dammartin sur meuse,47.982077482517,5.5878292307692
19365,52,52163,52360,Dampierre,dampierre,47.958497647059,5.3988071323529
19366,52,52164,52400,Damrémont,damremont,47.947721515152,5.6369171212121
19367,52,52165,52210,Dancevoir,dancevoir,47.928182403101,4.8721724031008
19368,52,52167,52700,Darmannes,darmannes,48.173773046875,5.22370765625
19369,52,52168,52120,Dinteville,dinteville,48.037197213115,4.8034820491803
19370,52,52169,52130,Domblain,domblain,48.467243939394,5.0047809090909
19371,52,52170,52190,Dommarien,dommarien,47.691703358779,5.3561658015267
19372,52,52171,52110,Dommartin-le-Franc,dommartin le franc,48.428734183673,4.9294334693877
19373,52,52172,52110,Dommartin-le-Saint-Père,dommartin le saint pere,48.406180461538,4.9147289230769
19374,52,52173,52270,Domremy-Landéville,domremy landeville,48.360704035088,5.2547830701754
19375,52,52174,52150,Doncourt-sur-Meuse,doncourt sur meuse,48.142417701149,5.586554137931
19376,52,52175,52300,Donjeux,donjeux,48.353665764706,5.1641697058824
19377,52,52177,52270,Doulaincourt-Saucourt,doulaincourt saucourt,48.319467826087,5.2032424637681
19378,52,52178,52110,Doulevant-le-Château,doulevant le chateau,48.371187788945,4.9186193969849
19379,52,52179,52130,Doulevant-le-Petit,doulevant le petit,48.44977,4.9490837288136
19380,52,52181,52230,Échenay,echenay,48.46250462963,5.3091182407407
19381,52,52182,52290,Éclaron-Braucourt-Sainte-Livière,eclaron braucourt sainte liviere,48.579686969697,4.8309776430976
19382,52,52183,52700,Ecot-la-Combe,ecot la combe,48.208989772727,5.4074151515152
19383,52,52184,52300,Effincourt,effincourt,48.494164190476,5.2625312380952
19384,52,52185,52400,Enfonvelle,enfonvelle,47.920583490566,5.8649100943396
19385,52,52187,52230,Épizon,epizon,48.378822,5.348689
19386,52,52187,52270,Épizon,epizon,48.378822,5.348689
19387,52,52189,52190,Le Val-d'Esnoms,le val d esnoms,47.687995685279,5.2216589340101
19388,52,52190,52340,Esnouveaux,esnouveaux,48.131319942197,5.3502341618497
19389,52,52193,52000,Euffigneix,euffigneix,48.128744266667,5.0515938666667
19390,52,52194,52410,Eurville-Bienville,eurville bienville,48.575818207547,5.0435921698113
19391,52,52195,52500,Farincourt,farincourt,47.698092988506,5.6798528735632
19392,52,52196,52260,Faverolles,faverolles,47.952137965116,5.2206219767442
19393,52,52197,52500,Fayl-Billot,fayl billot,47.794577605178,5.6107174110032
19394,52,52198,52130,Fays,fays,48.47847295082,5.0382947540984
19395,52,52199,52300,Ferrière-et-Lafolie,ferriere et lafolie,48.396681904762,5.07192
19396,52,52200,52250,Flagey,flagey,47.786195185185,5.2480230864198
19397,52,52201,52110,Flammerécourt,flammerecourt,48.361059124088,5.0425727007299
19398,52,52203,52170,Fontaines-sur-Marne,fontaines sur marne,48.558256153846,5.1130190384615
19399,52,52204,52700,Forcey,forcey,48.150101904762,5.3668550793651
19400,52,52205,52000,Foulain,foulain,48.038383,5.214517
19401,52,52205,52800,Foulain,foulain,48.038383,5.214517
19402,52,52206,52220,Frampas,frampas,48.515984965517,4.8394707586207
19403,52,52207,52360,Frécourt,frecourt,47.946863684211,5.4569042105263
19404,52,52208,52400,Fresnes-sur-Apance,fresnes sur apance,47.940999944134,5.8337175977654
19405,52,52211,52320,Froncles,froncles,48.296982295082,5.1360509016393
19406,52,52212,52300,Fronville,fronville,48.403993536585,5.1371718292683
19407,52,52213,52500,Genevrières,genevrieres,47.724985534591,5.6048463522013
19408,52,52214,52320,La Genevroye,la genevroye,48.275079555556,5.0540742222222
19409,52,52216,52160,Germaines,germaines,47.803554485981,5.022773364486
19410,52,52217,52150,Germainvilliers,germainvilliers,48.115563255814,5.6431343410853
19411,52,52218,52230,Germay,germay,48.405483395062,5.3671430864198
19412,52,52219,52230,Germisay,germisay,48.395251165049,5.3659638834951
19413,52,52220,52210,Giey-sur-Aujon,giey sur aujon,47.910021729323,5.0599639097744
19414,52,52221,52330,Gillancourt,gillancourt,48.154654270833,4.9904221875
19415,52,52222,52230,Gillaumé,gillaume,48.470576285714,5.3462647142857
19416,52,52223,52500,Gilley,gilley,47.69206,5.6301634444444
19417,52,52225,52150,Goncourt,goncourt,48.23680212766,5.5994972340426
19418,52,52227,52150,Graffigny-Chemin,graffigny chemin,48.166159121622,5.6406193918919
19419,52,52228,52600,Grandchamp,grandchamp,47.720561044776,5.4437210447761
19420,52,52229,52500,Grenant,grenant,47.710090451613,5.4935443870968
19421,52,52230,52320,Gudmont-Villiers,gudmont villiers,48.337032232143,5.1198390178571
19422,52,52231,52300,Guindrecourt-aux-Ormes,guindrecourt aux ormes,48.452839848485,5.0350951515151
19423,52,52232,52330,Guindrecourt-sur-Blaise,guindrecourt sur blaise,48.294716883117,4.9804467532468
19424,52,52233,52400,Guyonvelle,guyonvelle,47.857225652174,5.705960326087
19425,52,52234,52150,Hâcourt,hacourt,48.158952105263,5.5792007017544
19426,52,52235,52100,Hallignicourt,hallignicourt,48.650734552845,4.867636097561
19427,52,52237,52150,Harréville-les-Chanteurs,harreville les chanteurs,48.26556442623,5.6253549180328
19428,52,52240,52600,Heuilley-le-Grand,heuilley le grand,47.752323719008,5.3934321487603
19429,52,52242,52600,Haute-Amance,haute amance,47.849341798781,5.5314459756098
19430,52,52243,52150,Huilliécourt,huilliecourt,48.159357563025,5.530967815126
19431,52,52244,52290,Humbécourt,humbecourt,48.574558055556,4.9060542592593
19432,52,52245,52700,Humberville,humberville,48.293641764706,5.3786404411765
19433,52,52246,52200,Humes-Jorquenay,humes jorquenay,47.903075271739,5.3067826086957
19434,52,52247,52150,Illoud,illoud,48.211270520833,5.5600617708333
19435,52,52248,52140,Is-en-Bassigny,is en bassigny,48.034596266667,5.4467438666667
19436,52,52249,52190,Isômes,isomes,47.641497349398,5.305073373494
19437,52,52250,52300,Joinville,joinville,48.433660282486,5.1219117514124
19438,52,52251,52000,Jonchery,jonchery,48.150392797619,5.0716595238095
19439,52,52253,52330,Juzennecourt,juzennecourt,48.196028333333,4.981877051282
19440,52,52254,52330,Lachapelle-en-Blaisy,lachapelle en blaisy,48.205113877551,4.9579955782313
19441,52,52256,52700,Lafauche,lafauche,48.303543962264,5.4925564150943
19442,52,52257,52500,Laferté-sur-Amance,laferte sur amance,47.83222266055,5.6933424770642
19443,52,52258,52120,Laferté-sur-Aube,laferte sur aube,48.09436122449,4.7713543877551
19444,52,52260,52310,Lamancine,lamancine,48.211691774194,5.1173030645161
19445,52,52264,52400,Laneuvelle,laneuvelle,47.931657826087,5.6684542391304
19446,52,52265,52170,Bayard-sur-Marne,bayard sur marne,48.550024,5.0666712258065
19447,52,52266,52220,Laneuville-à-Rémy,laneuville a remy,48.472841570248,4.8787712396694
19448,52,52267,52100,Laneuville-au-Pont,laneuville au pont,48.623835633803,4.8662085915493
19449,52,52269,52200,Langres,langres,47.859732550607,5.3357414979757
19450,52,52271,52800,Lanques-sur-Rognon,lanques sur rognon,48.083020480769,5.3691640865385
19451,52,52272,52120,Lanty-sur-Aube,lanty sur aube,48.024231555556,4.7564774814815
19452,52,52273,52400,Larivière-Arnoncourt,lariviere arnoncourt,48.017221727749,5.7201438743455
19453,52,52274,52120,Latrecey-Ormoy-sur-Aube,latrecey ormoy sur aube,47.988632719665,4.835890041841
19454,52,52275,52140,Lavernoy,lavernoy,47.91674626506,5.5760691566265
19455,52,52276,52000,Laville-aux-Bois,laville aux bois,48.085216724138,5.2374675
19456,52,52277,52140,Lavilleneuve,lavilleneuve,48.041241238095,5.5212849523809
19457,52,52278,52330,Lavilleneuve-au-Roi,lavilleneuve au roi,48.163181327434,4.9333596460177
19458,52,52280,52360,Lecey,lecey,47.863978923077,5.4396766923077
19459,52,52282,52210,Leffonds,leffonds,47.986234356436,5.144582970297
19460,52,52284,52110,Leschères-sur-le-Blaiseron,lescheres sur le blaiseron,48.339069022556,5.0357441353383
19461,52,52285,52190,Leuchey,leuchey,47.727743444444,5.218466
19462,52,52286,52700,Leurville,leurville,48.334527052632,5.3848892631579
19463,52,52287,52150,Levécourt,levecourt,48.134862058824,5.56024
19464,52,52288,52230,Lezéville,lezeville,48.430695277778,5.3846004761905
19465,52,52289,52700,Liffol-le-Petit,liffol le petit,48.292533861386,5.5375730693069
19466,52,52290,52500,Les Loges,les loges,47.770466946108,5.481175508982
19467,52,52291,52240,Longchamp,longchamp,48.126742428571,5.439646
19468,52,52292,52250,Longeau-Percey,longeau percey,47.761810479452,5.3188539726027
19469,52,52294,52130,Louvemont,louvemont,48.538993714286,4.8891946285714
19470,52,52295,52800,Louvières,louvieres,48.0299814,5.2833986
19471,52,52297,52000,Luzy-sur-Marne,luzy sur marne,48.055993727811,5.2005159763314
19472,52,52298,52500,Maâtz,maatz,47.710355882353,5.4414818181818
19473,52,52300,52130,Magneux,magneux,48.509137702703,5.0067867567568
19474,52,52301,52240,Maisoncelles,maisoncelles,48.13170875,5.5336289583333
19475,52,52302,52300,Maizières,maizieres,48.491069189189,5.0639192792793
19476,52,52303,52500,Maizières-sur-Amance,maizieres sur amance,47.833837197452,5.6120043312102
19477,52,52304,52150,Malaincourt-sur-Meuse,malaincourt sur meuse,48.155208227848,5.6081159493671
19478,52,52305,52800,Mandres-la-Côte,mandres la cote,48.068424121622,5.3312640540541
19479,52,52306,52700,Manois,manois,48.266646698113,5.3758733962264
19480,52,52307,52260,Marac,marac,47.936811910828,5.1795086624204
19481,52,52308,52370,Maranville,maranville,48.138968346457,4.8702380314961
19482,52,52310,52320,Marbéville,marbeville,48.270117828947,5.0226333552632
19483,52,52311,52360,Marcilly-en-Bassigny,marcilly en bassigny,47.88653,5.5463990449438
19484,52,52312,52200,Mardor,mardor,47.884395945946,5.2136971621622
19485,52,52313,52700,Mareilles,mareilles,48.176015467626,5.2536705755396
19486,52,52315,52800,Marnay-sur-Marne,marnay sur marne,48.014281384615,5.2367646923077
19487,52,52316,52300,Mathons,mathons,48.418153306452,5.0361924193548
19488,52,52318,52400,Melay,melay,47.891880168067,5.8197621008403
19489,52,52319,52240,Mennouveaux,mennouveaux,48.100402734375,5.4120465625
19490,52,52320,52240,Merrey,merrey,48.053095378151,5.5944348739496
19491,52,52321,52110,Mertrud,mertrud,48.425373278689,4.8833239344262
19492,52,52322,52310,Meures,meures,48.188875353535,5.0633015151515
19493,52,52325,52240,Millières,millieres,48.139514308943,5.4249823577236
19494,52,52326,52320,Mirbel,mirbel,48.282288818898,5.0382757480315
19495,52,52327,52100,Moëslains,moeslains,48.616243846154,4.8857755769231
19496,52,52328,52400,Montcharvot,montcharvot,47.900245789474,5.7288912631579
19497,52,52330,52330,Montheries,montheries,48.177188275862,4.9014594482759
19498,52,52331,52220,La Porte du Der,la porte du der,48.48171802381,4.8099034761905
19499,52,52332,52140,Val-de-Meuse,val de meuse,47.9967537,5.5374323
19500,52,52332,52240,Val-de-Meuse,val de meuse,48.0859858,5.543142
19501,52,52335,52700,Montot-sur-Rognon,montot sur rognon,48.282111428571,5.2934298901099
19502,52,52336,52130,Montreuil-sur-Blaise,montreuil sur blaise,48.4762225,4.9562578125
19503,52,52337,52230,Montreuil-sur-Thonnance,montreuil sur thonnance,48.459601066667,5.2341741333333
19504,52,52341,52110,Morancourt,morancourt,48.432174190476,5.0143198095238
19505,52,52342,52700,Morionvilliers,morionvilliers,48.374070786517,5.409854494382
19506,52,52344,52160,Mouilleron,mouilleron,47.693711875,5.11287984375
19507,52,52346,52300,Mussey-sur-Marne,mussey sur marne,48.378446,5.1273545454546
19508,52,52347,52170,Narcy,narcy,48.582334565217,5.1033495652174
19509,52,52348,52360,Neuilly-l'Évêque,neuilly l eveque,47.919472526316,5.439836
19510,52,52349,52000,Neuilly-sur-Suize,neuilly sur suize,48.037054367816,5.1271974712644
19511,52,52350,52400,Neuvelle-lès-Voisey,neuvelle les voisey,47.862650142857,5.7904905714286
19512,52,52352,52800,Ninville,ninville,48.071353779528,5.4420146456693
19513,52,52353,52800,Nogent,nogent,48.041777665782,5.3629909814324
19514,52,52354,52600,Noidant-Chatenoy,noidant chatenoy,47.791003541667,5.378315
19515,52,52355,52200,Noidant-le-Rocheux,noidant le rocheux,47.826044915254,5.2555380508475
19516,52,52356,52300,Nomécourt,nomecourt,48.434584018692,5.0760359813084
19517,52,52357,52230,Noncourt-sur-le-Rongeant,noncourt sur le rongeant,48.420401511628,5.2539219767442
19518,52,52358,52240,Noyers,noyers,48.062336693548,5.4830830645161
19519,52,52359,52110,Nully,nully,48.368378806818,4.8169523863636
19520,52,52360,52190,Occey,occey,47.601066883117,5.275085974026
19521,52,52362,52360,Orbigny-au-Mont,orbigny au mont,47.885713376623,5.4634824675325
19522,52,52363,52360,Orbigny-au-Val,orbigny au val,47.882222272727,5.4262779545455
19523,52,52364,52250,Orcevaux,orcevaux,47.774460344828,5.2696224137931
19524,52,52365,52120,Orges,orges,48.077966470588,4.9374392436975
19525,52,52366,52200,Ormancey,ormancey,47.903658591549,5.180704084507
19526,52,52367,52310,Ormoy-lès-Sexfontaines,ormoy les sexfontaines,48.224747848101,5.0569250632911
19527,52,52369,52700,Orquevaux,orquevaux,48.31287893617,5.4185413829787
19528,52,52370,52300,Osne-le-Val,osne le val,48.498317426471,5.1997752205882
19529,52,52371,52310,Oudincourt,oudincourt,48.227368571429,5.0878717142857
19530,52,52372,52150,Outremécourt,outremecourt,48.212306339286,5.6869120535714
19531,52,52373,52700,Ozières,ozieres,48.166298266667,5.4750756
19532,52,52374,52600,Le Pailly,le pailly,47.786010827068,5.4123208270677
19533,52,52375,52600,Palaiseul,palaiseul,47.769297333333,5.4171585333333
19534,52,52376,52230,Pansey,pansey,48.476951238938,5.2839323893805
19535,52,52377,52400,Parnoy-en-Bassigny,parnoy en bassigny,48.024719971182,5.6610299711816
19536,52,52378,52300,Paroy-sur-Saulx,paroy sur saulx,48.513306698113,5.2539273584906
19537,52,52380,52200,Peigney,peigney,47.875516607143,5.3780753571429
19538,52,52383,52200,Perrancey-les-Vieux-Moulins,perrancey les vieux moulins,47.858606264368,5.2765836206897
19539,52,52384,52160,Perrogney-les-Fontaines,perrogney les fontaines,47.804035748032,5.2049409448819
19540,52,52385,52240,Perrusse,perrusse,48.098527460317,5.474968015873
19541,52,52386,52100,Perthes,perthes,48.665997435897,4.8247902564103
19542,52,52388,52500,Pierremont-sur-Amance,pierremont sur amance,47.807451677419,5.6562871612903
19543,52,52390,52500,Pisseloup,pisseloup,47.830987209302,5.7417040697674
19544,52,52391,52220,Planrupt,planrupt,48.510733684211,4.7873101052632
19545,52,52392,52360,Plesnoy,plesnoy,47.894909901961,5.4900449019608
19546,52,52393,52160,Poinsenot,poinsenot,47.712443762376,5.0064015841584
19547,52,52394,52500,Poinson-lès-Fayl,poinson les fayl,47.746508651685,5.6017630337079
19548,52,52395,52160,Poinson-lès-Grancey,poinson les grancey,47.706626513761,4.9804231192661
19549,52,52396,52800,Poinson-lès-Nogent,poinson les nogent,47.994452952381,5.3775858095238
19550,52,52397,52360,Poiseul,poiseul,47.92486,5.4922536607143
19551,52,52398,52230,Poissons,poissons,48.420313243243,5.2192536036036
19552,52,52399,52120,Pont-la-Ville,pont la ville,48.079168076923,4.8772023076923
19553,52,52400,52400,Le Châtelet-sur-Meuse,le chatelet sur meuse,47.974295457746,5.6390677464789
19554,52,52401,52800,Poulangy,poulangy,48.046741981132,5.2566864622641
19555,52,52403,52160,Praslay,praslay,47.742555254237,5.1045142372881
19556,52,52405,52190,Le Montsaugeonnais,le montsaugeonnais,47.666352936508,5.2820092063492
19557,52,52406,52500,Pressigny,pressigny,47.745126746032,5.6659771428571
19558,52,52407,52700,Prez-sous-Lafauche,prez sous lafauche,48.278308550725,5.5038039855073
19559,52,52411,52220,Rives Dervoises,rives dervoises,48.479435837937,4.7036488213628
19560,52,52413,52130,Rachecourt-Suzémont,rachecourt suzemont,48.455514074074,4.9692122222222
19561,52,52414,52170,Rachecourt-sur-Marne,rachecourt sur marne,48.519548526316,5.0947484210526
19562,52,52415,52140,Rançonnières,ranconnieres,47.940425319149,5.5614976595745
19563,52,52416,52140,Rangecourt,rangecourt,48.043234504504,5.4866969369369
19564,52,52419,52370,Rennepont,rennepont,48.161672828947,4.8610128289474
19565,52,52420,52700,Reynel,reynel,48.299891733333,5.3367642
19566,52,52421,52000,Riaucourt,riaucourt,48.177459450549,5.1700092307692
19567,52,52422,52120,Richebourg,richebourg,48.011642,5.0574817837838
19568,52,52423,52700,Rimaucourt,rimaucourt,48.253025565217,5.3347974782609
19569,52,52424,52600,Rivières-le-Bois,rivieres le bois,47.741645284553,5.4477265853659
19570,52,52425,52190,Rivière-les-Fosses,riviere les fosses,47.650854788732,5.2295452112676
19571,52,52426,52330,Rizaucourt-Buchey,rizaucourt buchey,48.273935480769,4.8667732692308
19572,52,52428,52700,Rochefort-sur-la-Côte,rochefort sur la cote,48.223068333333,5.2080430952381
19573,52,52429,52410,Roches-sur-Marne,roches sur marne,48.600689464286,5.0157264285714
19574,52,52431,52210,Rochetaillée,rochetaillee,47.847155491329,5.1257569364162
19575,52,52432,52260,Rolampont,rolampont,47.947086037037,5.3108582962963
19576,52,52433,52150,Romain-sur-Meuse,romain sur meuse,48.183386851852,5.5176778703704
19577,52,52436,52320,Rouécourt,rouecourt,48.330258533333,5.0742224
19578,52,52437,52160,Rouelles,rouelles,47.804967101449,5.0815213043478
