id,department_code,insee_code,zip_code,-AUBE,slug,gps_lat,gps_lng
3268,10,10073,10500,Chalette-sur-Voire,chalette sur voire,48.448257613636,4.4214397727273
3269,10,10074,10130,Chamoy,chamoy,48.106653144654,3.977338490566
3270,10,10075,10700,Champfleury,champfleury,48.614627936508,4.0309665079365
3271,10,10076,10200,Champignol-lez-Mondeville,champignol lez mondeville,48.125621160221,4.6818782872928
3272,10,10077,10700,Champigny-sur-Aube,champigny sur aube,48.564386935484,4.0703580645161
3273,10,10078,10140,Champ-sur-Barse,champ sur barse,48.240521169591,4.4102239181286
3274,10,10079,10340,Channes,channes,47.941276781609,4.2618125287356
3275,10,10080,10210,Chaource,chaource,48.061386940639,4.135136803653
3276,10,10081,10600,La Chapelle-Saint-Luc,la chapelle saint luc,48.323137666667,4.0477024444444
3277,10,10082,10700,Chapelle-Vallon,chapelle vallon,48.43372195122,4.0376192682927
3278,10,10083,10260,Chappes,chappes,48.162798,4.2569354444444
3279,10,10084,10150,Charmont-sous-Barbuise,charmont sous barbuise,48.411821190476,4.1760142857143
3280,10,10085,10290,Charmoy,charmoy,48.393185,3.5787864583333
3281,10,10086,10380,Charny-le-Bachot,charny le bachot,48.552215495495,3.9509451351351
3282,10,10087,10210,Chaserey,chaserey,47.952386764706,4.0763763235294
3283,10,10089,10510,Châtres,chatres,48.505381442308,3.8446007692308
3284,10,10090,10170,Chauchigny,chauchigny,48.422307425743,3.9711030693069
3285,10,10091,10240,Chaudrey,chaudrey,48.487184761905,4.2446276190476
3286,10,10093,10500,Chaumesnil,chaumesnil,48.359221931034,4.6226524137931
3287,10,10094,10330,Chavanges,chavanges,48.518462344498,4.5741411483254
3288,10,10095,10700,Le Chêne,le chene,48.552576940298,4.1702059701492
3289,10,10096,10190,Chennegy,chennegy,48.215207826087,3.8517130434783
3290,10,10097,10110,Chervey,chervey,48.130110615385,4.487136
3291,10,10098,10210,Chesley,chesley,47.976376950355,4.1082558156028
3292,10,10099,10130,Chessy-les-Prés,chessy les pres,48.01682800885,3.919737699115
3293,10,10100,10390,Clérey,clerey,48.205952556818,4.1956126136364
3294,10,10101,10240,Coclois,coclois,48.476835384615,4.3374925641026
3295,10,10102,10200,Colombé-la-Fosse,colombe la fosse,48.269296637931,4.7874111206897
3296,10,10103,10200,Colombé-le-Sec,colombe le sec,48.257804583333,4.804531
3297,10,10104,10800,Cormost,cormost,48.156537202797,4.1364274825175
3298,10,10105,10500,Courcelles-sur-Voire,courcelles sur voire,48.479467083333,4.53157
3299,10,10106,10400,Courceroy,courceroy,48.470781181818,3.4009848181818
3300,10,10107,10130,Coursan-en-Othe,coursan en othe,48.079285531915,3.8247588297872
3301,10,10108,10130,Courtaoult,courtaoult,48.023964379085,3.8726723529412
3302,10,10109,10260,Courtenot,courtenot,48.153113404255,4.3195286170213
3303,10,10110,10270,Courteranges,courteranges,48.266318024691,4.2218009876543
3304,10,10111,10250,Courteron,courteron,48.018139166667,4.4646616666667
3305,10,10112,10210,Coussegrey,coussegrey,47.955384727273,4.0304221818182
3306,10,10113,10200,Couvignon,couvignon,48.203350526316,4.6698693421053
3307,10,10114,10100,Crancey,crancey,48.522693785311,3.6398803954802
3308,10,10115,10150,Creney-près-Troyes,creney pres troyes,48.334824197531,4.1290164197531
3309,10,10116,10320,Crésantignes,cresantignes,48.1405225,4.020683125
3310,10,10117,10500,Crespy-le-Neuf,crespy le neuf,48.398935454545,4.6122602479339
3311,10,10118,10130,Les Croûtes,les croutes,47.996539813084,3.8640291588785
3312,10,10119,10360,Cunfin,cunfin,48.041048380282,4.6677538028169
3313,10,10120,10210,Cussangy,cussangy,48.025783110048,4.0809078947368
3314,10,10121,10240,Dampierre,dampierre,48.562928117647,4.36754
3315,10,10122,10130,Davrey,davrey,48.050081496063,3.95618
3316,10,10123,10500,Dienville,dienville,48.326755319149,4.5115714893617
3317,10,10124,10190,Dierrey-Saint-Julien,dierrey saint julien,48.301029295775,3.8336905633803
3318,10,10125,10190,Dierrey-Saint-Pierre,dierrey saint pierre,48.328216282051,3.8386832051282
3319,10,10126,10200,Dolancourt,dolancourt,48.2696042,4.613415
3320,10,10127,10240,Dommartin-le-Coq,dommartin le coq,48.494996962025,4.3511429113924
3321,10,10128,10330,Donnement,donnement,48.520425483871,4.4307411290323
3322,10,10129,10220,Dosches,dosches,48.303914478528,4.2856360122699
3323,10,10130,10700,Dosnon,dosnon,48.616934210526,4.2492610526316
3324,10,10131,10170,Droupt-Saint-Basle,droupt saint basle,48.481147027027,3.9451316216216
3325,10,10132,10170,Droupt-Sainte-Marie,droupt sainte marie,48.493719928571,3.9257727142857
3326,10,10133,10130,Eaux-Puiseaux,eaux puiseaux,48.120273052632,3.8827545263158
3327,10,10134,10350,Échemines,echemines,48.386450175439,3.8388492982456
3328,10,10135,10200,Éclance,eclance,48.304206173913,4.6399586086957
3329,10,10136,10110,Éguilly-sous-Bois,eguilly sous bois,48.132134507042,4.5433088732394
3330,10,10137,10200,Engente,engente,48.2788025,4.764218875
3331,10,10138,10500,Épagne,epagne,48.399380555556,4.4654184722222
3332,10,10139,10500,Épothémont,epothemont,48.415173897059,4.6608402941176
3333,10,10140,10130,Ervy-le-Châtel,ervy le chatel,48.053618081395,3.9135989244186
3334,10,10141,10360,Essoyes,essoyes,48.046988541667,4.539924375
3335,10,10142,10190,Estissac,estissac,48.249838962963,3.8092962962963
3336,10,10143,10210,Étourvy,etourvy,47.949361294964,4.1239235971223
3337,10,10144,10170,Étrelles-sur-Aube,etrelles sur aube,48.571355431034,3.871699137931
3338,10,10145,10290,Faux-Villecerf,faux villecerf,48.324304210526,3.740337631579
3339,10,10146,10290,Fay-lès-Marcilly,fay les marcilly,48.402481538462,3.6059979487179
3340,10,10147,10320,Fays-la-Chapelle,fays la chapelle,48.131574642857,4.0183289285714
3341,10,10148,10400,Ferreux-Quincey,ferreux quincey,48.45944,3.6024163855422
3342,10,10149,10150,Feuges,feuges,48.394582790698,4.1058495348837
3343,10,10150,10200,Fontaine,fontaine,48.209801612903,4.7141120967742
3344,10,10151,10280,Fontaine-les-Grès,fontaine les gres,48.418051153846,3.8982140384615
3345,10,10153,10400,Fontaine-Mâcon,fontaine macon,48.456277083333,3.506463125
3346,10,10154,10400,Fontenay-de-Bossery,fontenay de bossery,48.450829666667,3.4685063333333
3347,10,10155,10360,Fontette,fontette,48.077569844961,4.6112179844961
3348,10,10156,10190,Fontvannes,fontvannes,48.279990533333,3.8751149333333
3349,10,10157,10100,La Fosse-Corduan,la fosse corduan,48.440223157895,3.6572992105263
3350,10,10158,10260,Fouchères,foucheres,48.148810714286,4.2725680612245
3351,10,10159,10110,Fralignes,fralignes,48.163613333333,4.3784640909091
3352,10,10160,10200,Fravaux,fravaux,48.234514468085,4.64435
3353,10,10161,10200,Fresnay,fresnay,48.308347391304,4.7553244565217
3354,10,10162,10270,Fresnoy-le-Château,fresnoy le chateau,48.227373742331,4.2389068711656
3355,10,10163,10200,Fuligny,fuligny,48.339765140845,4.6962802112676
3356,10,10164,10100,Gélannes,gelannes,48.475250185185,3.6655633333333
3357,10,10165,10220,Géraudot,geraudot,48.303808782051,4.3277592948718
3358,10,10166,10170,Les Grandes-Chapelles,les grandes chapelles,48.466305890411,4.0251279452055
3359,10,10167,10700,Grandville,grandville,48.59386375,4.234965
3360,10,10168,10210,Les Granges,les granges,48.057716315789,4.0629468421053
3361,10,10169,10400,Gumery,gumery,48.43703787037,3.4081518518519
3362,10,10170,10250,Gyé-sur-Seine,gye sur seine,48.014079935065,4.4418687662338
3363,10,10171,10500,Hampigny,hampigny,48.463335546218,4.6067320168067
3364,10,10172,10700,Herbisse,herbisse,48.613378571429,4.123003015873
3365,10,10173,10800,Isle-Aumont,isle aumont,48.206457313433,4.1224302985075
3366,10,10174,10240,Isle-Aubigny,isle aubigny,48.52995005,4.26455355
3367,10,10175,10330,Jasseines,jasseines,48.5095078125,4.3889725
3368,10,10176,10200,Jaucourt,jaucourt,48.256183,4.6445785714286
3369,10,10177,10320,Javernant,javernant,48.158273880597,3.9958353731343
3370,10,10178,10140,Jessains,jessains,48.2850853125,4.5706745833333
3371,10,10179,10320,Jeugny,jeugny,48.122002121212,4.041
3372,10,10180,10330,Joncreuil,joncreuil,48.528383773585,4.6245904716981
3373,10,10181,10260,Jully-sur-Sarce,jully sur sarce,48.108194208145,4.2794998642534
3374,10,10182,10310,Juvancourt,juvancourt,48.122311884058,4.807495942029
3375,10,10183,10140,Juvanzé,juvanze,48.322469868421,4.5827482894737
3376,10,10184,10500,Juzanvigny,juzanvigny,48.416162604167,4.6072820833333
3377,10,10185,10210,Lagesse,lagesse,48.021712254902,4.1337541176471
3378,10,10186,10120,Laines-aux-Bois,laines aux bois,48.22729641791,3.9759905970149
3379,10,10187,10110,Landreville,landreville,48.075556756757,4.4672146846847
3380,10,10188,10210,Lantages,lantages,48.079492324324,4.2127299459459
3381,10,10189,10500,Lassicourt,lassicourt,48.436161219512,4.4962679268293
3382,10,10190,10270,Laubressel,laubressel,48.299114880952,4.2316716666667
3383,10,10191,10150,Lavau,lavau,48.327317341772,4.0866807594937
3384,10,10192,10330,Lentilles,lentilles,48.486744166667,4.6257873076923
3385,10,10193,10500,Lesmont,lesmont,48.43182,4.4224647260274
3386,10,10194,10200,Lévigny,levigny,48.298668582677,4.7087590551181
3387,10,10195,10700,Lhuître,lhuitre,48.575366831683,4.2646688118812
3388,10,10196,10130,Lignières,lignieres,47.961193846154,3.9643889940828
3389,10,10197,10200,Lignol-le-Château,lignol le chateau,48.213733863636,4.8076267613636
3390,10,10198,10320,Lirey,lirey,48.157908421053,4.0458742105263
3391,10,10199,10110,Loches-sur-Ource,loches sur ource,48.06942352381,4.5046571428571
3392,10,10200,10140,La Loge-aux-Chèvres,la loge aux chevres,48.2679321875,4.4058534375
3393,10,10201,10210,La Loge-Pomblin,la loge pomblin,48.06312625,4.042014
3394,10,10202,10210,Les Loges-Margueron,les loges margueron,48.08679257485,4.117421497006
3395,10,10203,10310,Longchamp-sur-Aujon,longchamp sur aujon,48.159189537037,4.8170505092593
3396,10,10204,10320,Longeville-sur-Mogne,longeville sur mogne,48.148024074074,4.0646387037037
3397,10,10205,10140,Longpré-le-Sec,longpre le sec,48.188670363636,4.5293753636364
3398,10,10206,10240,Longsols,longsols,48.4284302,4.2859201
3399,10,10207,10170,Longueville-sur-Aube,longueville sur aube,48.557489117647,3.914255
3400,10,10208,10400,La Louptière-Thénard,la louptiere thenard,48.382019864865,3.4404832432432
3401,10,10209,10270,Lusigny-sur-Barse,lusigny sur barse,48.259370538244,4.2804460623229
3402,10,10210,10150,Luyères,luyeres,48.379779726027,4.1952930136986
3403,10,10211,10300,Macey,macey,48.30247509434,3.9158460377359
3404,10,10212,10320,Machy,machy,48.14271,4.0396416216216
3405,10,10213,10110,Magnant,magnant,48.172820826446,4.4186476859504
3406,10,10214,10240,Magnicourt,magnicourt,48.461918207547,4.3839540566038
3407,10,10215,10140,Magny-Fouchard,magny fouchard,48.237432148148,4.5450502962963
3408,10,10216,10230,Mailly-le-Camp,mailly le camp,48.674763065693,4.1947254744526
3409,10,10217,10140,Maison-des-Champs,maison des champs,48.244454032258,4.5707651612903
3410,10,10218,10210,Maisons-lès-Chaource,maisons les chaource,48.007375714286,4.1628847619048
3411,10,10219,10200,Maisons-lès-Soulaines,maisons les soulaines,48.292448055556,4.7826113888889
3412,10,10220,10510,Maizières-la-Grande-Paroisse,maizieres la grande paroisse,48.51918835443,3.7910092405063
3413,10,10221,10500,Maizières-lès-Brienne,maizieres les brienne,48.4312940625,4.60367
3414,10,10222,10160,Maraye-en-Othe,maraye en othe,48.153747368421,3.8647777819549
3415,10,10223,10290,Marcilly-le-Hayer,marcilly le hayer,48.32543344,3.64148128
3416,10,10224,10350,Marigny-le-Châtel,marigny le chatel,48.407259016393,3.7207424590164
3417,10,10225,10400,Marnay-sur-Seine,marnay sur seine,48.522540192308,3.5516224038461
3418,10,10226,10110,Marolles-lès-Bailly,marolles les bailly,48.188803,4.3403567142857
3419,10,10227,10130,Marolles-sous-Lignières,marolles sous lignieres,47.958271862069,3.9185948965517
3420,10,10228,10500,Mathaux,mathaux,48.354291223404,4.4618338829787
3421,10,10229,10320,Maupas,maupas,48.140365185185,4.0814077777778
3422,10,10230,10600,Mergey,mergey,48.387014,4.0201441111111
3423,10,10231,10400,Le Mériot,le meriot,48.505056372549,3.4489451960784
3424,10,10232,10110,Merrey-sur-Arce,merrey sur arce,48.092002991453,4.4019784615385
3425,10,10233,10170,Méry-sur-Seine,mery sur seine,48.498737446809,3.8911404964539
3426,10,10234,10170,Mesgrigny,mesgrigny,48.485983541667,3.8758327083333
3427,10,10235,10700,Mesnil-la-Comtesse,mesnil la comtesse,48.499427333333,4.199043
3428,10,10236,10240,Mesnil-Lettre,mesnil lettre,48.466759642857,4.2653032142857
3429,10,10237,10190,Mesnil-Saint-Loup,mesnil saint loup,48.308467887324,3.7688573239437
3430,10,10238,10140,Mesnil-Saint-Père,mesnil saint pere,48.253167647059,4.3414932941177
3431,10,10239,10220,Mesnil-Sellières,mesnil sellieres,48.334364864865,4.2052110810811
3432,10,10240,10190,Messon,messon,48.262849279279,3.9169354054054
3433,10,10241,10210,Metz-Robert,metz robert,48.071774814815,4.0986261728395
3434,10,10242,10200,Meurville,meurville,48.203671939394,4.6168764848485
3435,10,10243,10500,Molins-sur-Aube,molins sur aube,48.432031260504,4.3853695798319
3436,10,10245,10270,Montaulin,montaulin,48.248946075949,4.2033513291139
3437,10,10246,10260,Montceaux-lès-Vaudes,montceaux les vaudes,48.152245801527,4.1562047328244
3438,10,10247,10130,Montfey,montfey,48.064796506849,3.8696040410959
3439,10,10248,10300,Montgueux,montgueux,48.300206493506,3.9519015584416
3440,10,10249,10270,Montiéramey,montieramey,48.232382222222,4.3153361538462
3441,10,10250,10200,Montier-en-l'Isle,montier en l isle,48.268385544554,4.6778971287129
3442,10,10251,10130,Montigny-les-Monts,montigny les monts,48.094282440476,3.9627509523809
3443,10,10252,10140,Montmartin-le-Haut,montmartin le haut,48.210472903226,4.5493006451613
3444,10,10253,10330,Montmorency-Beaufort,montmorency beaufort,48.482788521739,4.5593399130435
3445,10,10254,10400,Montpothier,montpothier,48.580503939394,3.5121718181818
3446,10,10255,10270,Montreuil-sur-Barse,montreuil sur barse,48.218662771084,4.2951095783133
3447,10,10256,10150,Montsuzain,montsuzain,48.442826666667,4.1394638271605
3448,10,10257,10240,Morembert,morembert,48.500154722222,4.3274618055555
3449,10,10258,10500,Morvilliers,morvilliers,48.381072875,4.633480625
3450,10,10259,10400,La Motte-Tilly,la motte tilly,48.482650642202,3.4347582568807
3451,10,10260,10800,Moussey,moussey,48.219814886364,4.100155
3452,10,10261,10250,Mussy-sur-Seine,mussy sur seine,47.982787159091,4.4952996590909
3453,10,10262,10250,Neuville-sur-Seine,neuville sur seine,48.037930606061,4.4086074242424
3454,10,10263,10190,Neuville-sur-Vanne,neuville sur vanne,48.250595779817,3.7748159633027
3455,10,10264,10360,Noé-les-Mallets,noe les mallets,48.099167553191,4.5574206382979
3456,10,10265,10420,Les Noës-près-Troyes,les noes pres troyes,48.303708461538,4.0444826923077
3457,10,10266,10160,Nogent-en-Othe,nogent en othe,48.131902837838,3.7965493243243
3458,10,10267,10240,Nogent-sur-Aube,nogent sur aube,48.489996753247,4.3083586363636
3459,10,10268,10400,Nogent-sur-Seine,nogent sur seine,48.505008121212,3.5004927272727
3460,10,10269,10700,Nozay,nozay,48.506700681818,4.0935286363636
3461,10,10270,10220,Onjon,onjon,48.39870020202,4.2829325252525
3462,10,10271,10510,Origny-le-Sec,origny le sec,48.461763469388,3.7731510204082
3463,10,10272,10700,Ormes,ormes,48.548301666667,4.1050714444444
3464,10,10273,10700,Ortillon,ortillon,48.502569101124,4.2406056179775
3465,10,10274,10170,Orvilliers-Saint-Julien,orvilliers saint julien,48.439695344828,3.8277662068966
3466,10,10275,10100,Ossey-les-Trois-Maisons,ossey les trois maisons,48.437627142857,3.7336685714286
3467,10,10276,10160,Paisy-Cosdon,paisy cosdon,48.222783780488,3.7005491463415
3468,10,10278,10210,Pargues,pargues,48.015828321168,4.2022611678832
3469,10,10279,10330,Pars-lès-Chavanges,pars les chavanges,48.520703965517,4.5027596551724
3470,10,10280,10100,Pars-lès-Romilly,pars les romilly,48.488815742574,3.7224148514852
3471,10,10281,10350,Le Pavillon-Sainte-Julie,le pavillon sainte julie,48.361922857143,3.899221547619
3472,10,10282,10600,Payns,payns,48.378870683761,3.9682042735043
3473,10,10283,10500,Pel-et-Der,pel et der,48.392110380952,4.4144107619048
3474,10,10284,10400,Périgny-la-Rose,perigny la rose,48.544962280702,3.6278703508772
3475,10,10285,10500,Perthes-lès-Brienne,perthes les brienne,48.433544,4.5415473333333
3476,10,10286,10500,Petit-Mesnil,petit mesnil,48.34015672619,4.6289928571429
3477,10,10287,10220,Piney,piney,48.324351648107,4.3791710244989
3478,10,10288,10250,Plaines-Saint-Lange,plaines saint lange,47.995866435644,4.4809138613861
3479,10,10289,10380,Plancy-l'Abbaye,plancy l abbaye,48.575794793814,3.9677535051546
3480,10,10290,10160,Planty,planty,48.270692345679,3.6523490123457
3481,10,10291,10400,Plessis-Barbuise,plessis barbuise,48.569046891892,3.5801709459459
3482,10,10293,10700,Poivres,poivres,48.680511096774,4.2749260645161
3483,10,10294,10110,Poligny,poligny,48.175770724638,4.3468195652174
3484,10,10295,10110,Polisot,polisot,48.073872783505,4.3560525773196
3485,10,10296,10110,Polisy,polisy,48.059586549296,4.3731116197183
3486,10,10297,10150,Pont-Sainte-Marie,pont sainte marie,48.318244666667,4.0946557777778
3487,10,10298,10400,Pont-sur-Seine,pont sur seine,48.519032550336,3.6026641610738
3488,10,10299,10700,Pouan-les-Vallées,pouan les vallees,48.537899398496,4.0664405263158
3489,10,10300,10240,Pougy,pougy,48.438553636364,4.3533777272727
3490,10,10301,10290,Pouy-sur-Vannes,pouy sur vannes,48.296195402299,3.5968773563218
3491,10,10302,10210,Praslin,praslin,48.045170186916,4.2076426168224
3492,10,10303,10500,Précy-Notre-Dame,precy notre dame,48.403998607595,4.4376170886076
3493,10,10304,10500,Précy-Saint-Martin,precy saint martin,48.413334673913,4.4585891304348
3494,10,10305,10170,Prémierfait,premierfait,48.505423139535,4.0251811627907
3495,10,10306,10200,Proverville,proverville,48.232184303797,4.675124556962
3496,10,10307,10190,Prugny,prugny,48.247743505155,3.9400618556701
3497,10,10308,10350,Prunay-Belleville,prunay belleville,48.3673856,3.7815804
3498,10,10309,10210,Prusy,prusy,47.973400625,4.049884125
3499,10,10310,10140,Puits-et-Nuisement,puits et nuisement,48.214960183486,4.5120516513761
3500,10,10312,10130,Racines,racines,48.047651971831,3.8530773943662
3501,10,10313,10500,Radonvilliers,radonvilliers,48.338114078014,4.4746841843972
3502,10,10314,10240,Ramerupt,ramerupt,48.517653909091,4.3053058181818
3503,10,10315,10500,Rances,rances,48.463862328767,4.5564709589041
3504,10,10316,10170,Rhèges,rheges,48.532713378378,3.9957841891892
3505,10,10317,10340,Les Riceys,les riceys,47.986732536585,4.3649504390244
3506,10,10318,10290,Rigny-la-Nonneuse,rigny la nonneuse,48.415887681159,3.642487826087
3507,10,10319,10160,Rigny-le-Ferron,rigny le ferron,48.204703235294,3.6305368627451
3508,10,10320,10280,Rilly-Sainte-Syre,rilly sainte syre,48.446100731707,3.9572263414634
3509,10,10321,10440,La Rivière-de-Corps,la riviere de corps,48.280416071429,4.0184882142857
3510,10,10323,10100,Romilly-sur-Seine,romilly sur seine,48.522784753521,3.7115586267606
3511,10,10324,10320,Roncenay,roncenay,48.197660980392,4.0471092156863
3512,10,10325,10430,Rosières-près-Troyes,rosieres pres troyes,48.262344528302,4.0673469811321
3513,10,10326,10500,Rosnay-l'Hôpital,rosnay l hopital,48.4580347,4.5034152
3514,10,10327,10500,La Rothière,la rothiere,48.335837431193,4.5937848623853
3515,10,10328,10220,Rouilly-Sacey,rouilly sacey,48.34698411215,4.2806657009346
3516,10,10329,10800,Rouilly-Saint-Loup,rouilly saint loup,48.267226283186,4.1480605309735
3517,10,10330,10200,Rouvres-les-Vignes,rouvres les vignes,48.236377263158,4.8274574736842
3518,10,10331,10260,Rumilly-lès-Vaudes,rumilly les vaudes,48.126038222222,4.1996348888889
3519,10,10332,10410,Ruvigny,ruvigny,48.269788596491,4.1871871929825
3520,10,10333,10120,Saint-André-les-Vergers,saint andre les vergers,48.280803571429,4.0529717857143
3521,10,10334,10400,Saint-Aubin,saint aubin,48.485540153846,3.5535524615385
3522,10,10335,10160,Saint-Benoist-sur-Vanne,saint benoist sur vanne,48.231236727273,3.6761605454545
3523,10,10336,10180,Saint-Benoît-sur-Seine,saint benoit sur seine,48.371087142857,4.0355173809524
3524,10,10337,10500,Saint-Christophe-Dodinicourt,saint christophe dodinicourt,48.43664,4.4708138028169
3525,10,10338,10700,Saint-Étienne-sous-Barbuise,saint etienne sous barbuise,48.492586176471,4.1098164705882
3526,10,10339,10350,Saint-Flavy,saint flavy,48.40300948718,3.7718133333333
3527,10,10340,10120,Saint-Germain,saint germain,48.251526666667,4.0147321794872
3528,10,10341,10100,Saint-Hilaire-sous-Romilly,saint hilaire sous romilly,48.505642190476,3.6565487619048
3529,10,10342,10320,Saint-Jean-de-Bonneval,saint jean de bonneval,48.171308243243,4.0560390540541
3530,10,10343,10800,Saint-Julien-les-Villas,saint julien les villas,48.274385362319,4.1068798550725
3531,10,10344,10800,Saint-Léger-près-Troyes,saint leger pres troyes,48.239341171171,4.0724217117117
3532,10,10345,10500,Saint-Léger-sous-Brienne,saint leger sous brienne,48.408869389313,4.4966784732824
3533,10,10346,10330,Saint-Léger-sous-Margerie,saint leger sous margerie,48.532510983607,4.4885883606557
3534,10,10347,10100,Saint-Loup-de-Buffigny,saint loup de buffigny,48.442194470588,3.6270796470588
3535,10,10348,10350,Saint-Lupien,saint lupien,48.359173235294,3.6999494117647
3536,10,10349,10180,Saint-Lyé,saint lye,48.348259241379,3.9808219310345
3537,10,10350,10160,Saint-Mards-en-Othe,saint mards en othe,48.163314907975,3.7954392638037
3538,10,10351,10100,Saint-Martin-de-Bossenay,saint martin de bossenay,48.4429978,3.6798949
3539,10,10352,10150,Sainte-Maure,sainte maure,48.352902279412,4.0632988235294
3540,10,10353,10280,Saint-Mesmin,saint mesmin,48.443564714286,3.9116396428571
