,,,,-YONNE,,,
34655,89,89098,89700,Cheney,cheney,47.915484285714,3.9612523376623
34656,89,89099,89400,Cheny,cheny,47.945824561404,3.5360249122807
34657,89,89100,89690,Chéroy,cheroy,48.201161515152,3.0043641414141
34658,89,89101,89600,Chéu,cheu,47.976452619048,3.7552676190476
34659,89,89102,89240,Chevannes,chevannes,47.753212733813,3.4859889208633
34660,89,89104,89800,Chichée,chichee,47.784330434783,3.8343370434783
34661,89,89105,89400,Chichery,chichery,47.905472692308,3.5123355128205
34662,89,89108,89530,Chitry,chitry,47.768015978261,3.6963654347826
34663,89,89109,89420,Cisery,cisery,47.517805076923,4.0760978461538
34664,89,89111,89190,Les Clérimois,les clerimois,48.229169318182,3.4623022727273
34665,89,89112,89700,Collan,collan,47.839509252336,3.8731320560748
34666,89,89113,89100,Collemiers,collemiers,48.154901235955,3.2198882022472
34667,89,89115,89140,Compigny,compigny,48.370741617647,3.2827194117647
34668,89,89116,89500,Cornant,cornant,48.137371176471,3.1916802941177
34669,89,89117,89580,Coulangeron,coulangeron,47.683053378378,3.4693408108108
34670,89,89118,89580,Coulanges-la-Vineuse,coulanges la vineuse,47.696395061728,3.5854628395062
34671,89,89119,89480,Coulanges-sur-Yonne,coulanges sur yonne,47.545461627907,3.5268945348837
34672,89,89120,89320,Coulours,coulours,48.161363258427,3.6015770786517
34673,89,89122,89190,Courgenay,courgenay,48.285757536232,3.5568426811594
34674,89,89123,89800,Courgis,courgis,47.777647142857,3.7411414285714
34675,89,89124,89140,Courlon-sur-Yonne,courlon sur yonne,48.339520344828,3.1702937931035
34676,89,89125,89560,Courson-les-Carrières,courson les carrieres,47.600860486487,3.4964491891892
34677,89,89126,89150,Courtoin,courtoin,48.123598961039,3.1121455844156
34678,89,89127,89100,Courtois-sur-Yonne,courtois sur yonne,48.229911372549,3.2484307843137
34679,89,89128,89440,Coutarnoux,coutarnoux,47.601232537313,3.9465885074627
34680,89,89129,89480,Crain,crain,47.537675507246,3.5712104347826
34681,89,89130,89460,Deux Rivières,deux rivieres,47.682668983051,3.7173357062147
34682,89,89131,89740,Cruzy-le-Châtel,cruzy le chatel,47.869278181818,4.2398735690236
34683,89,89132,89390,Cry,cry,47.703743134328,4.226023880597
34684,89,89133,89116,Cudot,cudot,47.981179924812,3.1723906766917
34685,89,89134,89420,Cussy-les-Forges,cussy les forges,47.460975882353,4.0199963235294
34686,89,89136,89140,Cuy,cuy,48.256430806452,3.2658666129032
34687,89,89137,89700,Dannemoine,dannemoine,47.899113333333,3.981687037037
34688,89,89139,89240,Diges,diges,47.721487692308,3.3933262820513
34689,89,89141,89440,Dissangis,dissangis,47.597398515625,3.98199921875
34690,89,89142,89500,Dixmont,dixmont,48.067748792271,3.417602705314
34691,89,89143,89150,Dollot,dollot,48.205999324324,3.0629098648649
34692,89,89144,89150,Domats,domats,48.118306666667,3.0555056589147
34693,89,89145,89450,Domecy-sur-Cure,domecy sur cure,47.406280189573,3.8120516587678
34694,89,89146,89200,Domecy-sur-le-Vault,domecy sur le vault,47.491112222222,3.8115004938272
34695,89,89147,89130,Dracy,dracy,47.747882979798,3.2332767171717
34696,89,89148,89560,Druyes-les-Belles-Fontaines,druyes les belles fontaines,47.55892964467,3.4195015228426
34697,89,89149,89360,Dyé,dye,47.889461206897,3.8589232758621
34698,89,89150,89240,Égleny,egleny,47.80832525641,3.3719747435897
34699,89,89151,89500,Égriselles-le-Bocage,egriselles le bocage,48.11245375,3.1801548684211
34700,89,89152,89400,Épineau-les-Voves,epineau les voves,47.947057837838,3.4664685135135
34701,89,89153,89700,Épineuil,epineuil,47.882622380952,3.9935436507936
34702,89,89154,89240,Escamps,escamps,47.7241069375,3.473070125
34703,89,89155,89290,Escolives-Sainte-Camille,escolives sainte camille,47.722272666667,3.6008797142857
34704,89,89156,89210,Esnon,esnon,48.01405975,3.5661354166667
34705,89,89158,89480,Étais-la-Sauvin,etais la sauvin,47.516866549296,3.3599376056338
34706,89,89159,89200,Étaule,etaule,47.532497540984,3.9142873770492
34707,89,89160,89510,Étigny,etigny,48.139768148148,3.2813622222222
34708,89,89161,89310,Étivey,etivey,47.673718091603,4.1457045801527
34709,89,89162,89140,Évry,evry,48.271848043478,3.2599243478261
34710,89,89163,89110,La Ferté-Loupière,la ferte loupiere,47.884454943182,3.2384649431818
34711,89,89164,89480,Festigny,festigny,47.560487789474,3.5360845263158
34712,89,89165,89190,Flacy,flacy,48.217409920635,3.5903826190476
34713,89,89167,89113,Fleury-la-Vallée,fleury la vallee,47.869965188679,3.4443156603774
34714,89,89168,89800,Fleys,fleys,47.817253125,3.8546078125
34715,89,89169,89360,Flogny-la-Chapelle,flogny la chapelle,47.961848797814,3.8793953005465
34716,89,89170,89450,Foissy-lès-Vézelay,foissy les vezelay,47.439500235294,3.7624907058824
34717,89,89171,89190,Foissy-sur-Vanne,foissy sur vanne,48.225335463918,3.5021559793814
34718,89,89172,89100,Fontaine-la-Gaillarde,fontaine la gaillarde,48.223400294118,3.3948995588235
34719,89,89173,89130,Fontaines,fontaines,47.689827815126,3.2595911344538
34720,89,89175,89800,Fontenay-près-Chablis,fontenay pres chablis,47.843202894737,3.8127955263158
34721,89,89176,89450,Fontenay-près-Vézelay,fontenay pres vezelay,47.420490827586,3.7356322758621
34722,89,89177,89660,Fontenay-sous-Fouronnes,fontenay sous fouronnes,47.624555714286,3.6011310989011
34723,89,89179,89520,Fontenoy,fontenoy,47.655046928571,3.2919533571429
34724,89,89180,89150,Fouchères,foucheres,48.175190421053,3.1416606315789
34725,89,89181,89320,Fournaudin,fournaudin,48.151509545455,3.6403827272727
34726,89,89182,89560,Fouronnes,fouronnes,47.609776219512,3.5605695121951
34727,89,89183,89310,Fresnes,fresnes,47.76137691358,3.9936872839506
34728,89,89184,89160,Fulvy,fulvy,47.741340545455,4.1659850909091
34729,89,89186,89600,Germigny,germigny,47.999768587571,3.7980971751412
34730,89,89187,89160,Gigny,gigny,47.830534768212,4.3054957615894
34731,89,89188,89200,Girolles,girolles,47.542468888889,3.8360196296296
34732,89,89189,89140,Gisy-les-Nobles,gisy les nobles,48.287151728395,3.2559480246914
34733,89,89190,89200,Givry,givry,47.514369450549,3.7962294505495
34734,89,89191,89740,Gland,gland,47.814947809524,4.2178894285714
34735,89,89194,89310,Grimault,grimault,47.656643267974,3.9734539869281
34736,89,89195,89100,Gron,gron,48.153963548387,3.253371827957
34737,89,89196,89110,Valravillon,valravillon,47.8542441,3.3170213
34738,89,89196,89113,Valravillon,valravillon,47.8897718,3.4547518
34739,89,89197,89420,Guillon,guillon,47.531473877551,4.0868500680272
34740,89,89198,89250,Gurgy,gurgy,47.87689642487,3.5621351813472
34741,89,89199,89580,Gy-l'Évêque,gy l eveque,47.709902317073,3.5288078048781
34742,89,89200,89250,Hauterive,hauterive,47.92814075188,3.6100767669173
34743,89,89201,89550,Héry,hery,47.908486,3.6366445454545
34744,89,89202,89290,Irancy,irancy,47.713171160714,3.68582
34745,89,89203,89200,Island,island,47.461516479592,3.8537746938776
34746,89,89204,89440,L'Isle-sur-Serein,l isle sur serein,47.586509705882,4.0162063235294
34747,89,89205,89360,Jaulges,jaulges,47.962733522727,3.7863652272727
34748,89,89206,89300,Joigny,joigny,48.018856467662,3.4122675621891
34749,89,89207,89310,Jouancy,jouancy,47.67267703125,4.03840875
34750,89,89208,89440,Joux-la-Ville,joux la ville,47.619734427083,3.8604789583333
34751,89,89209,89150,Jouy,jouy,48.165773047619,2.9771861904762
34752,89,89210,89160,Jully,jully,47.770397070707,4.3007825252525
34753,89,89211,89700,Junay,junay,47.877876315789,3.9408075438597
34754,89,89212,89290,Jussy,jussy,47.716023295455,3.5715622727273
34755,89,89214,89190,Lailly,lailly,48.257536138614,3.503597029703
34756,89,89215,89560,Lain,lain,47.611487857143,3.3450965714286
34757,89,89216,89520,Lainsecq,lainsecq,47.545568709677,3.2728898924731
34758,89,89217,89130,Lalande,lalande,47.679516196319,3.3063457055215
34759,89,89218,89400,Laroche-Saint-Cydroine,laroche saint cydroine,47.971299615385,3.4769803846154
34760,89,89219,89570,Lasson,lasson,48.06366671875,3.812453125
34761,89,89220,89170,Lavau,lavau,47.606989398907,2.9843270491803
34762,89,89221,89130,Leugny,leugny,47.690480442478,3.3719956637168
34763,89,89222,89520,Levis,levis,47.66224425,3.330279
34764,89,89223,89160,Lézinnes,lezinnes,47.802770503597,4.0708102158273
34765,89,89224,89800,Lichères-près-Aigremont,licheres pres aigremont,47.720160116279,3.842251744186
34766,89,89225,89660,Lichères-sur-Yonne,licheres sur yonne,47.487464835165,3.5933673626374
34767,89,89226,89800,Lignorelles,lignorelles,47.859418035714,3.7247138392857
34768,89,89227,89144,Ligny-le-Châtel,ligny le chatel,47.9121421,3.75064515
34769,89,89228,89240,Lindry,lindry,47.802430776699,3.4280702912621
34770,89,89229,89140,Lixy,lixy,48.251255714286,3.1133596938776
34771,89,89230,89300,Looze,looze,48.004679459459,3.4383022972973
34772,89,89232,89200,Lucy-le-Bois,lucy le bois,47.56559,3.8911012359551
34773,89,89233,89270,Lucy-sur-Cure,lucy sur cure,47.63585,3.7719725619835
34774,89,89234,89480,Lucy-sur-Yonne,lucy sur yonne,47.518475,3.5682148484849
34775,89,89235,89200,Magny,magny,47.467494064748,3.9732804316547
34776,89,89236,89100,Maillot,maillot,48.16642372093,3.3174945348837
34777,89,89237,89270,Mailly-la-Ville,mailly la ville,47.592339703704,3.6815408888889
34778,89,89238,89660,Mailly-le-Château,mailly le chateau,47.578630084034,3.5987971428571
34779,89,89239,89100,Malay-le-Grand,malay le grand,48.166814285714,3.3502843956044
34780,89,89240,89100,Malay-le-Petit,malay le petit,48.182592184874,3.3762750420168
34781,89,89242,89800,Maligny,maligny,47.864046625,3.7967126875
34782,89,89244,89420,Marmeaux,marmeaux,47.594171636364,4.1023143636364
34783,89,89245,89500,Marsangy,marsangy,48.11203407767,3.2440013592233
34784,89,89246,89440,Massangis,massangis,47.622620886076,3.9861737974684
34785,89,89247,89430,Mélisey,melisey,47.919782614379,4.0750130065359
34786,89,89248,89450,Menades,menades,47.444504776119,3.8277834328358
34787,89,89249,89210,Mercy,mercy,48.031569565217,3.6250815217391
34788,89,89250,89144,Méré,mere,47.898390802469,3.8203169135803
34789,89,89251,89110,Merry-la-Vallée,merry la vallee,47.789585609756,3.3097213821138
34790,89,89252,89560,Merry-Sec,merry sec,47.658742459016,3.4866045901639
34791,89,89253,89660,Merry-sur-Yonne,merry sur yonne,47.559908136646,3.640091242236
34792,89,89254,89130,Mézilles,mezilles,47.697152754717,3.1891554716981
34793,89,89255,89140,Michery,michery,48.312160619469,3.245124159292
34794,89,89256,89580,Migé,mige,47.675279504951,3.5360021782178
34795,89,89257,89400,Migennes,migennes,47.970150344828,3.5257676724138
34796,89,89259,89310,Môlay,molay,47.736015666667,3.9360121666667
34797,89,89261,89190,Molinons,molinons,48.225852596154,3.5458381730769
34798,89,89262,89700,Molosmes,molosmes,47.903822264151,4.0264693396226
34799,89,89263,89470,Monéteau,moneteau,47.855558596491,3.5956297076023
34800,89,89264,89150,Montacher-Villegardin,montacher villegardin,48.167405705521,3.0323720858896
34801,89,89265,89230,Montigny-la-Resle,montigny la resle,47.857936122449,3.6817873469388
34802,89,89266,89660,Montillot,montillot,47.509749142857,3.7154937142857
34803,89,89267,89420,Montréal,montreal,47.547179175258,4.0463696907216
34804,89,89268,89250,Mont-Saint-Sulpice,mont saint sulpice,47.955218934426,3.6323829508197
34805,89,89270,89560,Mouffy,mouffy,47.648878709677,3.5111180645161
34806,89,89271,89310,Moulins-en-Tonnerrois,moulins en tonnerrois,47.730080857143,4.0445626666667
34807,89,89272,89130,Moulins-sur-Ouanne,moulins sur ouanne,47.703028156028,3.3424526241135
34808,89,89273,89520,Moutiers-en-Puisaye,moutiers en puisaye,47.609922142857,3.1558246992481
34809,89,89274,89100,Nailly,nailly,48.21801238806,3.2035385074627
34810,89,89276,89570,Neuvy-Sautour,neuvy sautour,48.0388565625,3.7867771875
34811,89,89277,89310,Nitry,nitry,47.675713153846,3.8708792307692
34812,89,89278,89320,Noé,noe,48.153272432432,3.3951167567568
34813,89,89279,89310,Noyers,noyers,47.697383821656,3.9833940127389
34814,89,89280,89390,Nuits,nuits,47.723312649573,4.1972490598291
34815,89,89281,89110,Les Ormes,les ormes,47.847396621622,3.2567845945946
34816,89,89282,89400,Ormoy,ormoy,47.950259811321,3.5713583018868
34817,89,89283,89560,Ouanne,ouanne,47.6586274,3.416711
34818,89,89284,89160,Pacy-sur-Armançon,pacy sur armancon,47.769959705882,4.0707424509804
34819,89,89285,89140,Pailly,pailly,48.347741946903,3.3322415044248
34820,89,89286,89240,Parly,parly,47.758184411765,3.3481553921569
34821,89,89287,89100,Paron,paron,48.185481538462,3.237087051282
34822,89,89288,89210,Paroy-en-Othe,paroy en othe,48.03109,3.5720712903226
34823,89,89289,89300,Paroy-sur-Tholon,paroy sur tholon,47.952320740741,3.366265
34824,89,89290,89310,Pasilly,pasilly,47.7011478,4.0837248
34825,89,89291,89510,Passy,passy,48.110196666667,3.2987025
34826,89,89292,89360,Percey,percey,47.966391075269,3.8357989247312
34827,89,89295,89000,Perrigny,perrigny,47.823035333333,3.5248031666667
34828,89,89296,89390,Perrigny-sur-Armançon,perrigny sur armancon,47.685829655172,4.2247105172414
34829,89,89297,89450,Pierre-Perthuis,pierre perthuis,47.43454827957,3.7927779569893
34830,89,89298,89330,Piffonds,piffonds,48.056856805556,3.1426760416667
34831,89,89299,89740,Pimelles,pimelles,47.838031594203,4.1775250724638
34832,89,89300,89420,Pisy,pisy,47.560902178218,4.139268019802
34833,89,89302,89140,Plessis-Saint-Jean,plessis saint jean,48.340795483871,3.3036035483871
34834,89,89303,89310,Poilly-sur-Serein,poilly sur serein,47.762186514286,3.8924051428571
34835,89,89304,89110,Poilly-sur-Tholon,poilly sur tholon,47.857275306122,3.3968085714286
34836,89,89306,89200,Pontaubert,pontaubert,47.491736989247,3.8686848387097
34837,89,89307,89230,Pontigny,pontigny,47.910034,3.713106
34838,89,89308,89190,Pont-sur-Vanne,pont sur vanne,48.191232747253,3.4369083516483
34839,89,89309,89140,Pont-sur-Yonne,pont sur yonne,48.2756968,3.1896257333333
34840,89,89310,89260,La Postolle,la postolle,48.287174683544,3.4493070886076
34841,89,89311,89240,Pourrain,pourrain,47.765905486726,3.4223034513274
34842,89,89312,89440,Précy-le-Sec,precy le sec,47.586984277108,3.8188443373494
34843,89,89313,89116,Précy-sur-Vrin,precy sur vrin,47.972482583333,3.23384075
34844,89,89314,89460,Prégilbert,pregilbert,47.638592528736,3.6771309195402
34845,89,89315,89800,Préhy,prehy,47.750858877551,3.7883708163265
34846,89,89316,89200,Provency,provency,47.544681020408,3.9474532653061
34847,89,89318,89630,Quarré-les-Tombes,quarre les tombes,47.359940434783,4.0119969082126
34848,89,89319,89290,Quenne,quenne,47.777887380952,3.6519263095238
34849,89,89320,89740,Quincerot,quincerot,47.942159305556,4.1643447222222
34850,89,89321,89390,Ravières,ravieres,47.740983785714,4.2477838571429
34851,89,89323,89700,Roffey,roffey,47.913666153846,3.9124775384615
34852,89,89324,89220,Rogny-les-Sept-Écluses,rogny les sept ecluses,47.736428829268,2.8931242926829
34853,89,89325,89170,Ronchères,roncheres,47.654891346154,3.1200257692308
34854,89,89326,89100,Rosoy,rosoy,48.148238681319,3.3135276923077
34855,89,89327,89500,Rousson,rousson,48.090981710526,3.2599775
34856,89,89328,89230,Rouvray,rouvray,47.902716989247,3.6730980645161
34857,89,89329,89430,Rugny,rugny,47.897154895105,4.1496646153846
34858,89,89331,89520,Sainpuits,sainpuits,47.51549,3.2501705607477
34859,89,89332,89340,Saint-Agnan,saint agnan,48.301575316456,3.0580093670886
34860,89,89333,89420,Saint-André-en-Terre-Plaine,saint andre en terre plaine,47.478399278351,4.0619072164948
34861,89,89334,89110,Le Val d'Ocre,le val d ocre,47.820501449275,3.2928989855073
34862,89,89335,89300,Saint-Aubin-sur-Yonne,saint aubin sur yonne,47.99779173913,3.3608697826087
34863,89,89336,89630,Saint-Brancher,saint brancher,47.432456122449,3.9916199319728
34864,89,89337,89530,Saint-Bris-le-Vineux,saint bris le vineux,47.737806104651,3.6656173255814
34865,89,89338,89100,Saint-Clément,saint clement,48.225494411765,3.3164779411765
34866,89,89339,89440,Sainte-Colombe,sainte colombe,47.578248541667,3.9514009375
34867,89,89340,89520,Sainte-Colombe-sur-Loing,sainte colombe sur loing,47.577757021277,3.2283788297872
34868,89,89341,89800,Saint-Cyr-les-Colons,saint cyr les colons,47.731235384615,3.7627101923077
34869,89,89342,89100,Saint-Denis-lès-Sens,saint denis les sens,48.235795972222,3.2638195833333
34870,89,89344,89170,Saint-Fargeau,saint fargeau,47.654347541436,3.0937209392265
34871,89,89345,89600,Saint-Florentin,saint florentin,47.995346894587,3.7032452421652
34872,89,89346,89000,Saint-Georges-sur-Baulche,saint georges sur baulche,47.802444382022,3.5186493258427
34873,89,89347,89630,Saint-Germain-des-Champs,saint germain des champs,47.412111312741,3.9282782625483
34874,89,89348,89330,Saint-Julien-du-Sault,saint julien du sault,48.025690263158,3.2667745394737
34875,89,89349,89630,Saint-Léger-Vauban,saint leger vauban,47.37338316129,4.0604339677419
34876,89,89350,89330,Saint-Loup-d'Ordon,saint loup d ordon,48.010157361111,3.1342125
34877,89,89351,89420,Sainte-Magnance,sainte magnance,47.453756533333,4.0851740888889
34878,89,89352,89170,Saint-Martin-des-Champs,saint martin des champs,47.656885240642,3.0286495721925
34879,89,89353,89330,Saint-Martin-d'Ordon,saint martin d ordon,48.027219051724,3.1684562068966
34880,89,89354,89100,Saint-Martin-du-Tertre,saint martin du tertre,48.204040694444,3.2355575
34881,89,89355,89700,Saint-Martin-sur-Armançon,saint martin sur armancon,47.876203724138,4.0651206896552
34882,89,89359,89190,Saint-Maurice-aux-Riches-Hommes,saint maurice aux riches hommes,48.330631388889,3.4947941666667
34883,89,89360,89110,Saint-Maurice-le-Vieil,saint maurice le vieil,47.820671707317,3.3696368292683
34884,89,89361,89110,Saint-Maurice-Thizouaille,saint maurice thizouaille,47.834476111111,3.3645138888889
34885,89,89362,89270,Saint-Moré,saint more,47.5747725,3.7756807258064
34886,89,89363,89460,Sainte-Pallaye,sainte pallaye,47.652948888889,3.6790648148148
34887,89,89364,89450,Saint-Père,saint pere,47.461126027397,3.7707217808219
34888,89,89365,89220,Saint-Privé,saint prive,47.68064907563,2.9963164705882
34889,89,89367,89520,Saints-en-Puisaye,saints en puisaye,47.626630085106,3.2639462553192
34890,89,89368,89520,Saint-Sauveur-en-Puisaye,saint sauveur en puisaye,47.639902017544,3.2126327192982
34891,89,89369,89140,Saint-Sérotin,saint serotin,48.249011682243,3.1576291588785
34892,89,89370,89150,Saint-Valérien,saint valerien,48.173529270073,3.0988827737226
34893,89,89371,89310,Sainte-Vertu,sainte vertu,47.739072777778,3.912112345679
34894,89,89373,89100,Saligny,saligny,48.214107628866,3.3510482474227
34895,89,89374,89160,Sambourg,sambourg,47.774520472441,4.0095216535433
34896,89,89375,89420,Santigny,santigny,47.575718051948,4.1199614285714
34897,89,89376,89310,Sarry,sarry,47.661662897196,4.0710338317757
34898,89,89377,89420,Sauvigny-le-Beuréal,sauvigny le beureal,47.476398243243,4.1060137837838
34899,89,89378,89200,Sauvigny-le-Bois,sauvigny le bois,47.509209166667,3.9628053703704
34900,89,89379,89420,Savigny-en-Terre-Plaine,savigny en terre plaine,47.489938909091,4.0878616363636
34901,89,89380,89150,Savigny-sur-Clairis,savigny sur clairis,48.078384142857,3.0817484285714
34902,89,89381,89420,Sceaux,sceaux,47.515737703704,4.020844962963
34903,89,89382,89250,Seignelay,seignelay,47.907625957447,3.5958868085106
34904,89,89383,89560,Sementron,sementron,47.624656190476,3.3635777142857
34905,89,89384,89710,Senan,senan,47.917236831683,3.3544883168317
34906,89,89385,89160,Sennevoy-le-Bas,sennevoy le bas,47.805126865672,4.3099264179105
34907,89,89386,89160,Sennevoy-le-Haut,sennevoy le haut,47.812333555556,4.2671241111111
34908,89,89387,89100,Sens,sens,48.196106609195,3.305302183908
34909,89,89388,89116,Sépeaux-Saint Romain,sepeaux saint romain,47.936348441558,3.2375005844156
34910,89,89390,89140,Serbonnes,serbonnes,48.328044833333,3.210945
34911,89,89391,89140,Sergines,sergines,48.34488776699,3.2485701941748
34912,89,89392,89200,Sermizelles,sermizelles,47.542445833333,3.80157
34913,89,89393,89700,Serrigny,serrigny,47.833316393443,3.9100954098361
34914,89,89394,89270,Sery,sery,47.619366557377,3.6890336065574
34915,89,89395,89190,Les Sièges,les sieges,48.169573663366,3.5330667326733
