,,,,-HAUT-RHIN,,,
27305,68,68119,68210,Hagenbach,hagenbach,47.646356721311,7.1609627868852
27306,68,68120,68220,Hagenthal-le-Bas,hagenthal le bas,47.530648545455,7.4814447272727
27307,68,68121,68220,Hagenthal-le-Haut,hagenthal le haut,47.518243513514,7.4533362162162
27308,68,68122,68500,Hartmannswiller,hartmannswiller,47.860013205128,7.2035642307692
27309,68,68123,68420,Hattstatt,hattstatt,48.015120314465,7.2731966666667
27310,68,68124,68130,Hausgauen,hausgauen,47.608410909091,7.318152987013
27311,68,68125,68210,Hecken,hecken,47.692843064516,7.1144051612903
27312,68,68126,68220,Hégenheim,hegenheim,47.560264482759,7.5247468965517
27313,68,68127,68720,Heidwiller,heidwiller,47.657039850746,7.232753880597
27314,68,68128,68560,Heimersdorf,heimersdorf,47.563059821429,7.2374698214286
27315,68,68129,68990,Heimsbrunn,heimsbrunn,47.723813738318,7.2181451401869
27316,68,68130,68600,Heiteren,heiteren,47.962106769231,7.5624590769231
27317,68,68131,68130,Heiwiller,heiwiller,47.622146666667,7.3233708333333
27318,68,68132,68510,Helfrantzkirch,helfrantzkirch,47.604719350649,7.4132742857143
27319,68,68134,68420,Herrlisheim-près-Colmar,herrlisheim pres colmar,48.0182229375,7.3291503125
27320,68,68135,68220,Hésingue,hesingue,47.58097983871,7.5159501612903
27321,68,68136,68600,Hettenschlag,hettenschlag,48.007301666667,7.4527363888889
27322,68,68137,68580,Hindlingen,hindlingen,47.567924900662,7.1394242384106
27323,68,68138,68560,Hirsingue,hirsingue,47.582969041096,7.2469573287671
27324,68,68139,68118,Hirtzbach,hirtzbach,47.591163766234,7.2092231168831
27325,68,68140,68740,Hirtzfelden,hirtzfelden,47.906325714286,7.4539118367347
27326,68,68141,68720,Hochstatt,hochstatt,47.71021673913,7.2663270652174
27327,68,68142,68140,Hohrod,hohrod,48.059832207792,7.1315719480519
27328,68,68143,68320,Porte du Ried,porte du ried,48.120946597938,7.4278194845361
27329,68,68144,68490,Hombourg,hombourg,47.754702105263,7.5032978947368
27330,68,68145,68180,Horbourg-Wihr,horbourg wihr,48.085067555556,7.4026241111111
27331,68,68146,68125,Houssen,houssen,48.130371619048,7.3744624761905
27332,68,68147,68150,Hunawihr,hunawihr,48.183726,7.302246
27333,68,68148,68130,Hundsbach,hundsbach,47.600519821429,7.33730125
27334,68,68149,68330,Huningue,huningue,47.59108,7.5787192
27335,68,68150,68420,Husseren-les-Châteaux,husseren les chateaux,48.036627346939,7.2781079591837
27336,68,68151,68470,Husseren-Wesserling,husseren wesserling,47.879400072993,6.9871847445255
27337,68,68152,68720,Illfurth,illfurth,47.677743387097,7.2649880645161
27338,68,68153,68970,Illhaeusern,illhaeusern,48.179449294118,7.4386936470588
27339,68,68154,68110,Illzach,illzach,47.775537383178,7.3595108411215
27340,68,68155,68040,Ingersheim,ingersheim,48.101884752475,7.3058578217822
27341,68,68156,68500,Issenheim,issenheim,47.900904270833,7.258774375
27342,68,68157,68320,Jebsheim,jebsheim,48.124332631579,7.4747140350877
27343,68,68158,68130,Jettingen,jettingen,47.594166516854,7.378237752809
27344,68,68159,68500,Jungholtz,jungholtz,47.89022046729,7.1847388785047
27345,68,68160,68510,Kappelen,kappelen,47.615587380952,7.4408726190476
27346,68,68161,68230,Katzenthal,katzenthal,48.105901061947,7.2840985840708
27347,68,68162,68240,Kaysersberg Vignoble,kaysersberg vignoble,48.147362075472,7.2717651886792
27348,68,68163,68680,Kembs,kembs,47.666987159091,7.5089321590909
27349,68,68165,68480,Kiffis,kiffis,47.439932808989,7.3538858426966
27350,68,68166,68260,Kingersheim,kingersheim,47.79059,7.3225791666667
27351,68,68167,68290,Kirchberg,kirchberg,47.786636966292,6.9386161797753
27352,68,68168,68220,Knœringue,knoeringue,47.5630965,7.398609
27353,68,68169,68480,Kœstlach,koestlach,47.516243780488,7.2703653658537
27354,68,68170,68510,Kœtzingue,koetzingue,47.646333522727,7.3913479545455
27355,68,68171,68820,Kruth,kruth,47.950502218045,6.9614512406015
27356,68,68172,68320,Kunheim,kunheim,48.075594313726,7.5438192156863
27357,68,68173,68910,Labaroche,labaroche,48.107303235294,7.194807745098
27358,68,68174,68440,Landser,landser,47.689019135802,7.3861103703704
27359,68,68175,68650,Lapoutroie,lapoutroie,48.164271203704,7.164100462963
27360,68,68176,68580,Largitzen,largitzen,47.56258704918,7.1909091803279
27361,68,68177,68610,Lautenbach,lautenbach,47.95154245098,7.1666884313725
27362,68,68178,68610,Lautenbachzell,lautenbachzell,47.928972035928,7.1056455688623
27363,68,68179,68290,Lauw,lauw,47.763400416667,7.0179591666667
27364,68,68180,68800,Leimbach,leimbach,47.791869848485,7.0970939393939
27365,68,68181,68480,Levoncourt,levoncourt,47.449216818182,7.1938731818182
27366,68,68182,68220,Leymen,leymen,47.497434931507,7.4814557534247
27367,68,68183,68220,Liebenswiller,liebenswiller,47.500351282051,7.4510071794872
27368,68,68184,68480,Liebsdorf,liebsdorf,47.478725396825,7.2237034920635
27369,68,68185,68660,Lièpvre,liepvre,48.26847168,7.284254
27370,68,68186,68480,Ligsdorf,ligsdorf,47.471120133333,7.29971
27371,68,68187,68480,Linsdorf,linsdorf,47.514875555556,7.4065824074074
27372,68,68188,68610,Linthal,linthal,47.947463618421,7.0874327631579
27373,68,68189,68280,Logelheim,logelheim,48.02142,7.4160657446809
27374,68,68190,68480,Lucelle,lucelle,47.435875,7.2799593023256
27375,68,68191,68720,Luemschwiller,luemschwiller,47.658483230769,7.3008501538461
27376,68,68192,68210,Valdieu-Lutran,valdieu lutran,47.625707959184,7.0531885714286
27377,68,68193,68140,Luttenbach-près-Munster,luttenbach pres munster,48.017580098039,7.1221656862745
27378,68,68194,68480,Lutter,lutter,47.46168238806,7.3736064179104
27379,68,68195,68460,Lutterbach,lutterbach,47.75936695122,7.2723734146341
27380,68,68196,68210,Magny,magny,47.605553197674,7.0483978488372
27381,68,68197,68510,Magstatt-le-Bas,magstatt le bas,47.639858727273,7.4091125454545
27382,68,68198,68510,Magstatt-le-Haut,magstatt le haut,47.624248918919,7.3946795945946
27383,68,68199,68550,Malmerspach,malmerspach,47.860807101449,7.0275311594203
27384,68,68200,68210,Manspach,manspach,47.611000078125,7.096139453125
27385,68,68201,68290,Masevaux-Niederbruck,masevaux niederbruck,47.783830264151,6.9914259245283
27386,68,68202,68210,Mertzen,mertzen,47.587353827161,7.1284387654321
27387,68,68203,68500,Merxheim,merxheim,47.90708814433,7.3012626804124
27388,68,68204,68380,Metzeral,metzeral,47.99931342029,7.0248725797102
27389,68,68205,68890,Meyenheim,meyenheim,47.916509821429,7.3624996428571
27390,68,68207,68730,Michelbach-le-Bas,michelbach le bas,47.593428947368,7.4646207894737
27391,68,68208,68220,Michelbach-le-Haut,michelbach le haut,47.562925263158,7.4363045614035
27392,68,68209,68630,Mittelwihr,mittelwihr,48.15062744186,7.3166293023256
27393,68,68210,68380,Mittlach,mittlach,47.996815849057,7.0189539622641
27394,68,68211,68470,Mitzach,mitzach,47.863127093023,6.9983572093023
27395,68,68212,68480,Mœrnach,moernach,47.514312625,7.241327625
27396,68,68213,68470,Mollau,mollau,47.862191041667,6.9690203125
27397,68,68214,68210,Montreux-Jeune,montreux jeune,47.605169747899,7.0219062184874
27398,68,68215,68210,Montreux-Vieux,montreux vieux,47.618919617486,7.0203454644809
27399,68,68216,68580,Mooslargue,mooslargue,47.510573866667,7.2148318666667
27400,68,68217,68690,Moosch,moosch,47.850848333333,7.0300624358974
27401,68,68218,68790,Morschwiller-le-Bas,morschwiller le bas,47.736778247423,7.2665827835052
27402,68,68219,68780,Le Haut Soultzbach,le haut soultzbach,47.733087663551,7.0590838317757
27403,68,68221,68640,Muespach,muespach,47.549034230769,7.3732410576923
27404,68,68222,68640,Muespach-le-Haut,muespach le haut,47.54098702381,7.4084448809524
27405,68,68223,68380,Muhlbach-sur-Munster,muhlbach sur munster,48.026466511628,7.073411744186
27406,68,68224,68100,Mulhouse,mulhouse,47.7413496,7.3456857
27407,68,68224,68200,Mulhouse,mulhouse,47.7526154,7.3245661
27408,68,68225,68740,Munchhouse,munchhouse,47.863769833333,7.4448463333333
27409,68,68226,68140,Munster,munster,48.042552463768,7.1340763768116
27410,68,68227,68320,Muntzenheim,muntzenheim,48.100772615385,7.4584887692308
27411,68,68228,68250,Munwiller,munwiller,47.934244444444,7.3482913333333
27412,68,68229,68530,Murbach,murbach,47.918159101124,7.1329940449438
27413,68,68230,68740,Nambsheim,nambsheim,47.94225675,7.559481
27414,68,68231,68600,Neuf-Brisach,neuf brisach,48.019894358974,7.5246264102564
27415,68,68232,68220,Neuwiller,neuwiller,47.525471864407,7.5120744067797
27416,68,68234,68127,Niederentzen,niederentzen,47.946710833333,7.3922677083333
27417,68,68235,68127,Niederhergheim,niederhergheim,47.998206149425,7.3645945402299
27418,68,68237,68230,Niedermorschwihr,niedermorschwihr,48.100366865672,7.2562770149254
27419,68,68238,68680,Niffer,niffer,47.715222857143,7.5096523809524
27420,68,68239,68290,Oberbruck,oberbruck,47.816267794118,6.9319933823529
27421,68,68240,68960,Illtal,illtal,47.560772848101,7.2962278481013
27422,68,68241,68127,Oberentzen,oberentzen,47.94734655914,7.3590520430108
27423,68,68242,68127,Oberhergheim,oberhergheim,47.975908225806,7.3693361290323
27424,68,68243,68480,Oberlarg,oberlarg,47.45006375,7.2304253125
27425,68,68244,68420,Obermorschwihr,obermorschwihr,48.02336265625,7.293015625
27426,68,68245,68130,Obermorschwiller,obermorschwiller,47.643405789474,7.318535131579
27427,68,68246,68600,Obersaasheim,obersaasheim,47.983610253165,7.5673811392405
27428,68,68247,68830,Oderen,oderen,47.929851968085,6.9890769680851
27429,68,68248,68480,Oltingue,oltingue,47.490617674419,7.3989411627907
27430,68,68249,68370,Orbey,orbey,48.108330673077,7.1430161538462
27431,68,68250,68500,Orschwihr,orschwihr,47.935258985507,7.2310239130435
27432,68,68251,68570,Osenbach,osenbach,47.995526666667,7.2162450877193
27433,68,68252,68150,Ostheim,ostheim,48.155686966292,7.3770864044944
27434,68,68253,68490,Ottmarsheim,ottmarsheim,47.790277948718,7.5065746153846
27435,68,68254,68490,Petit-Landau,petit landau,47.734303392857,7.5167976785714
27436,68,68255,68250,Pfaffenheim,pfaffenheim,47.998513684211,7.2549938011696
27437,68,68256,68120,Pfastatt,pfastatt,47.770342098765,7.2896922222222
27438,68,68257,68480,Pfetterhouse,pfetterhouse,47.50945244898,7.1768548979592
27439,68,68258,68840,Pulversheim,pulversheim,47.843223142857,7.2982787142857
27440,68,68259,68480,Raedersdorf,raedersdorf,47.47192609375,7.35462484375
27441,68,68260,68190,Raedersheim,raedersheim,47.886816914894,7.2759072340425
27442,68,68261,68800,Rammersmatt,rammersmatt,47.791117075472,7.0630897169811
27443,68,68262,68470,Ranspach,ranspach,47.899333548387,7.0191404301075
27444,68,68263,68730,Ranspach-le-Bas,ranspach le bas,47.58653030303,7.4467451515151
27445,68,68264,68220,Ranspach-le-Haut,ranspach le haut,47.579937179487,7.4164102564103
27446,68,68265,68510,Rantzwiller,rantzwiller,47.651648372093,7.3715190697674
27447,68,68266,68890,Réguisheim,reguisheim,47.89041699115,7.3482485840708
27448,68,68267,68950,Reiningue,reiningue,47.749517751938,7.2221781395349
27449,68,68268,68210,Retzwiller,retzwiller,47.63014,7.0837921568627
27450,68,68269,68150,Ribeauvillé,ribeauville,48.203265377358,7.2907145283019
27451,68,68270,68120,Richwiller,richwiller,47.78392212766,7.2866170212766
27452,68,68271,68400,Riedisheim,riedisheim,47.739774742268,7.3656225773196
27453,68,68273,68640,Riespach,riespach,47.539007303371,7.2865223595506
27454,68,68274,68500,Rimbach-près-Guebwiller,rimbach pres guebwiller,47.903393909091,7.1583232727273
27455,68,68275,68290,Rimbach-près-Masevaux,rimbach pres masevaux,47.835199082569,6.9468435779816
27456,68,68276,68500,Rimbachzell,rimbachzell,47.897347735849,7.1752345283019
27457,68,68277,68340,Riquewihr,riquewihr,48.179915639535,7.2716258139535
27458,68,68278,68170,Rixheim,rixheim,47.740439612403,7.3903437984496
27459,68,68279,68800,Roderen,roderen,47.781251764706,7.0833693529412
27460,68,68280,68590,Rodern,rodern,48.237551313869,7.3112123357664
27461,68,68281,68740,Roggenhouse,roggenhouse,47.883989148936,7.4723674468085
27462,68,68282,68210,Romagny,romagny,47.608973678161,7.0696496551724
27463,68,68283,68660,Rombach-le-Franc,rombach le franc,48.293977391304,7.2383732173913
27464,68,68284,68480,Roppentzwiller,roppentzwiller,47.537888363636,7.3278354545454
27465,68,68285,68590,Rorschwihr,rorschwihr,48.219633,7.366497
27466,68,68286,68128,Rosenau,rosenau,47.640801521739,7.5338230434783
27467,68,68287,68250,Rouffach,rouffach,47.974348231292,7.2854091609977
27468,68,68288,68560,Ruederbach,ruederbach,47.55841712,7.2585604
27469,68,68289,68270,Ruelisheim,ruelisheim,47.824711122449,7.3433898979592
27470,68,68290,68740,Rustenhart,rustenhart,47.938164782609,7.4840782608696
27471,68,68291,68740,Rumersheim-le-Haut,rumersheim le haut,47.857317560976,7.5271641463415
27472,68,68292,68550,Saint-Amarin,saint amarin,47.883016576577,7.03788
27473,68,68293,68210,Saint-Cosme,saint cosme,47.682311911765,7.0519347058824
27474,68,68294,68160,Sainte-Croix-aux-Mines,sainte croix aux mines,48.266234355828,7.2084700613497
27475,68,68295,68127,Sainte-Croix-en-Plaine,sainte croix en plaine,48.014719803922,7.3824626797386
27476,68,68296,68590,Saint-Hippolyte,saint hippolyte,48.236248093023,7.3525791162791
27477,68,68297,68300,Saint-Louis,saint louis,47.594062477876,7.546627699115
27478,68,68298,68160,Sainte-Marie-aux-Mines,sainte marie aux mines,48.232642302632,7.1719705921053
27479,68,68299,68210,Saint-Ulrich,saint ulrich,47.589444728682,7.1101952713178
27480,68,68300,68390,Sausheim,sausheim,47.787048780488,7.3692075609756
27481,68,68301,68440,Schlierbach,schlierbach,47.67834238806,7.4092052238806
27482,68,68302,68520,Schweighouse-Thann,schweighouse thann,47.748977894737,7.1757450526316
27483,68,68303,68130,Schwoben,schwoben,47.609777083333,7.3004945833333
27484,68,68304,68780,Sentheim,sentheim,47.75735025,7.054314
27485,68,68305,68580,Seppois-le-Bas,seppois le bas,47.534543958333,7.166288125
27486,68,68306,68580,Seppois-le-Haut,seppois le haut,47.52942655914,7.1928413978495
27487,68,68307,68290,Sewen,sewen,47.809887954545,6.8809909090909
27488,68,68308,68290,Sickert,sickert,47.792771636364,6.9885899090909
27489,68,68309,68510,Sierentz,sierentz,47.658672941176,7.4562084313726
27490,68,68311,68380,Sondernach,sondernach,47.978436382979,7.0709514893617
27491,68,68312,68480,Sondersdorf,sondersdorf,47.47694862069,7.3304172413793
27492,68,68313,68780,Soppe-le-Bas,soppe le bas,47.718048426966,7.0908188764045
27493,68,68315,68360,Soultz-Haut-Rhin,soultz haut rhin,47.884270251572,7.1846922641509
27494,68,68316,68230,Soultzbach-les-Bains,soultzbach les bains,48.026842947368,7.2039875789474
27495,68,68317,68140,Soultzeren,soultzeren,48.078542021277,7.0959278723404
27496,68,68318,68570,Soultzmatt,soultzmatt,47.978830842697,7.2064602808989
27497,68,68320,68720,Spechbach,spechbach,47.678059361702,7.2270315957447
27498,68,68321,68850,Staffelfelden,staffelfelden,47.828586578947,7.2542288157895
27499,68,68322,68700,Steinbach,steinbach,47.824600581395,7.1368074418605
27500,68,68323,68440,Steinbrunn-le-Bas,steinbrunn le bas,47.673517567568,7.3645588288288
27501,68,68324,68440,Steinbrunn-le-Haut,steinbrunn le haut,47.660572845528,7.3426525203252
27502,68,68325,68640,Steinsoultz,steinsoultz,47.557056202532,7.3452343037975
27503,68,68326,68780,Sternenberg,sternenberg,47.695051698113,7.093848490566
27504,68,68327,68510,Stetten,stetten,47.622698028169,7.4199809859155
27505,68,68328,68470,Storckensohn,storckensohn,47.864038850575,6.9403410344828
27506,68,68329,68140,Stosswihr,stosswihr,48.05450789916,7.0742803361345
27507,68,68330,68580,Strueth,strueth,47.57666631579,7.1184882894737
27508,68,68331,68280,Sundhoffen,sundhoffen,48.043868785047,7.4166882242991
27509,68,68332,68720,Tagolsheim,tagolsheim,47.655263018868,7.2606558490566
27510,68,68333,68130,Tagsdorf,tagsdorf,47.620678227848,7.3006492405063
27511,68,68334,68800,Thann,thann,47.81413795082,7.095587295082
27512,68,68335,68590,Thannenkirch,thannenkirch,48.232471964286,7.2965775
27513,68,68336,68210,Traubach-le-Bas,traubach le bas,47.65506654321,7.0964351851852
27514,68,68337,68210,Traubach-le-Haut,traubach le haut,47.671607179487,7.0939960683761
27515,68,68338,68230,Turckheim,turckheim,48.085432222222,7.2522337654321
27516,68,68340,68580,Ueberstrass,ueberstrass,47.545656585366,7.1468826829268
27517,68,68341,68510,Uffheim,uffheim,47.646585714286,7.4419174285714
27518,68,68342,68700,Uffholtz,uffholtz,47.827142083333,7.1687504861111
27519,68,68343,68190,Ungersheim,ungersheim,47.873297777778,7.3069548148148
27520,68,68344,68121,Urbès,urbes,47.879997380952,6.9298605555556
27521,68,68345,68320,Urschenheim,urschenheim,48.081381730769,7.4881884615385
27522,68,68347,68480,Vieux-Ferrette,vieux ferrette,47.505342133333,7.3062892
27523,68,68348,68800,Vieux-Thann,vieux thann,47.805557209302,7.1259459302326
27524,68,68349,68128,Village-Neuf,village neuf,47.603653611111,7.5704158333333
27525,68,68350,68420,Vœgtlinshoffen,voegtlinshoffen,48.023414021739,7.2632265217391
27526,68,68351,68600,Vogelgrun,vogelgrun,48.012559404762,7.5769785714286
27527,68,68352,68600,Volgelsheim,volgelsheim,48.024344322034,7.5455844067797
27528,68,68353,68130,Wahlbach,wahlbach,47.626226086957,7.3484562318841
27529,68,68354,68230,Walbach,walbach,48.069468857143,7.2083698571429
27530,68,68355,68640,Waldighofen,waldighofen,47.548201511628,7.3167795348837
27531,68,68356,68130,Walheim,walheim,47.641094210526,7.2675238596491
27532,68,68357,68510,Waltenheim,waltenheim,47.655225652174,7.424197826087
27533,68,68358,68230,Wasserbourg,wasserbourg,47.997434266667,7.1555876
27534,68,68359,68700,Wattwiller,wattwiller,47.84140627451,7.1789404901961
27535,68,68360,68600,Weckolsheim,weckolsheim,48.001975121951,7.4972890243902
27536,68,68361,68290,Wegscheid,wegscheid,47.815220097087,6.9777897087379
27537,68,68362,68220,Wentzwiller,wentzwiller,47.5488875,7.4745094444444
27538,68,68363,68480,Werentzhouse,werentzhouse,47.520973829787,7.3614919148936
27539,68,68364,68250,Westhalten,westhalten,47.970576774194,7.2550041935484
27540,68,68365,68920,Wettolsheim,wettolsheim,48.050888300971,7.3145576699029
27541,68,68366,68320,Wickerschwihr,wickerschwihr,48.110704035088,7.4436884210526
27542,68,68367,68320,Widensolen,widensolen,48.060727358491,7.4840356603774
27543,68,68368,68230,Wihr-au-Val,wihr au val,48.055748761062,7.1991043362832
27544,68,68370,68820,Wildenstein,wildenstein,47.983650234375,6.96189421875
